text,label
"My appointment was for glasses.  I give this place one star because the doctor who performed the exam (a young female) was very knowledgeable and thorough.  The rest of my experience of buying the glasses was completely downhill and I would give no star for what I went through.\n\nTheir frames selection is very limited in terms of economic pricing.  Most of the frames were name brand super expensive.  As a student, I could care less about the brand and more about saving money.  I looked at a bunch of different frames, from the cheaper ones to brand names.  The lady helping me pick out frames seemed to keep pushing the Kate Spades ones on me and saying how much better they looked on me than all of the other ones.  So I ended up getting them even though they were $100 more expensive than the no-brand ones that I also liked.  \n\nIn terms of the lenses, I expressed to her that I wanted to wear these glasses for a long time because the frames were so expensive and because I have a strong prescription, I was willing to pay more for thin, light lenses.  She charged me an extra $50 for that.  After I received my glasses, I didn't feel like they were any thinner than my previous pair and took them to another store.  After just looking at them, the guy at the store told me that there were thinner and lighter options.  I felt completely lied to and robbed.\n\nFinally, to rub salt into the wound, when I received my glasses, they lady did not spend any time adjusting then on my face.  Pretty much handed them to me and told me to come back if I needed adjustments.  It turns out that they were way too tight on me and gave me a headache and left marks on the sides of my face.  So I go back to get it adjusted.  My frames were blue-colored metal and I saw her take pliers and yank at them.  After I left, I noticed that there were scratch marks on the metal!  I could not believe that they would treat my brand new name brand glasses like that.  The glasses still didn't fit right but I was too afraid to go back again.  I went to another store and they adjusted my glasses by warming them up.  Did Illini Eye not have the capabilities to do that??\n\nI felt like they just wanted my money and after I paid, they completely ignored me and my needs.  Overall, I feel like I overpaid for these name brand glasses with lenses that are still too heavy and thick.  I've been wearing the glasses for 7 months now and they are uncomfortable and heavy on my face.  This experience has been so horrendous and I hate my glasses so much that I am seriously considering lasik surgery so that I never have to wear glasses again or have to deal with the hassle of getting cheated on a pair of glasses in the future.",0
Quick service.  Friendly for the most part.  Doctor ( I think Johnson) is very knowledgeable and explains everything quite well.,1
"Dr. Sanders and her whole staff are prompt & go above and beyond.  It's not usual that a trip to the eye doctor is actually an enjoyable experience, but here it is.  Definitely recommend.",1
"tldr; Easily 5 stars for someone who has never been to an Eye Care in the United States.\n\nIt started out last Friday July 18, 2014 when I called the Illini Eye Care. I talked to them about using my PPO Insurance Benefits from my company to make a prescription glass and they helped me out confirming if the eye exam and the insurance are covered under the insurance. I had also asked for the price for the lenses (They have hi-index lenses from 1.60, 1.67, and 1.74). I am a bit surprised because I had already called other Eye Care in Urbana but it seems that none of them has the 1.74 hi-index, the thinnest lenses out there.\n\nI went to Illini Eye Care on Tuesday, July 22 2014, met with Christina Peet, the Optician. She is very knowledgeable and willing to help me out. She put down a note on different hi-index lenses and pointed out how much each costs to me, and how they would be able to handle my frame (I am making lenses with Google Glass prescription frame, few Eye Care knows about this in the Champaign-Urbana area). Dr. Sanders helped me with the rest of the eye exams. She is very well informed with the eye exam because I kept asking her questions!\n\nOverall, best place to go if you are in U of I area, especially if you are making Google Glass with prescription glasses!",1
"I would give this place zero stars if I could but because Suanne was the only helpful person here, I decided to give it 1 star. \n\nThis place is deceiving. My insurance covers 40% cost of frame but when I want to get the frame they are only willing to give 20% off because I didn't get the lenses with the frame apparently so I didn't get the frame. And I found out late from some paperwork that it's supposed to be 40% off. Maybe because they didn't want to do business with me.\n\nThe Crizal lenses that they sell craze so quickly and so easily and they were not willing to do anything about that issue that I have. I spent m It was such bad luck that I went to the location. I wish I never had known about the place.",0
I have been there twice and both times I have not been that impressed.  I will say the okra is really good and so were the green beans.  But the fried chicken was not that good.  It was really dry.  The fish isn't anything special either.  Sometimes I like to eat just sides and all though they have good sides they are rather expensive for no more than you get.   When I walked in it was not a welcoming atmosphere.  They acted like I was bothering them and I felt rushed to order.  Maybe it's because I am not a regular.  I don't think I will give this place a third chance.,0
"The only competition for this place was the Harold's Chicken Shack in Champaign but it has closed.  A few favorite things are great here.  If you like southern fried chicken and fried fish sandwiches this is the place to go.  You also need to get a slice of the Sweet Potato Pie if they have any left.\n\nUnfortunately, the service is unpredictable and you may be in for a long wait.  The best strategy is to call ahead.  I always call ahead.  The staff are very friendly and they have given me a discount and free food when they are running very late, but they are often running very late.",1
"The food here is always pretty good, especially if you go to the restaurant to get it.  I've only ordered delivery from here a couple of times, and it's been a nightmare on both occasions.  Thinking the first time was a fluke, I tried again about a year later.\n\nI called them after waiting about 90 minutes, sure that they had forgotten about me.  I was reassured that my order was being made, but not to expect it until another hour or so, because they only have one delivery driver. When the food did get to my home, I could tell it would have been good if it had been hot and correct.  It was neither.\n\nThey're operating the whole restaurant with one counter person, one delivery driver, and one cook.  I understand the desire for low overhead, but I really am not so sure anymore that the food is \""""worth the wait.\""""",0
"Decent fish. Online menu is vague. Mac and cheese is awesome but small portions. Biggest complaint is drive thru window...beyond slow, give yourself 30 minutes",0
"Wow. Simple, almost fast food soul. Good food, fried fish, fried chicken. Did not have the collards or okra. I am just not that soulful. Fast friendly service.",1
"Expensive, obnoxious unhappy service, minuscule pullet-sized chickens, mediocre quality at best and absurdly long wait, other than that, wonderful.",0
The Seaboat sandwich is the best fish sandwich I've ever had. I love the okra and the collard greens.  However their customer service is the worst.,0
"When I went to grad school in Chambana, Seabpat was an excellent stop for fried fish. To be honest, when I got my take out order, I was slightly taken aback by the anti-theft camera which took a still every 30 seconds. OK. That's the price you pay for deliciousness. They've since moved closer to campus on Kirby, and I'm sure you get the heart stopping goodness that you used to get in the hood.",1
"I agree with most reviews on here that the food is good, but the service is horrible and I will not go back here again. I placed our order for take out and sat down and wait. I waited for over one hour and the cashier totally forgot to call out our number . The food was just sitting on the counter. After watching other people who came in after us getting their food, I walked up and she said that she forgot to call out our number. What the f? If your job is to take orders and then give it to the customers, then do it right. I will not come back to this place EVER again. Go to Windy City Express if you want good food and timely service!",0
"The catfish is FIRE! One of the owner seasons all the meat. It is well done and worth the wait. If you've never had a Seaboat catfish sandwich with some of their amazing fried Okra, then you don't know what you are missing.",1
"Went here, wasn't aware of what time they close. When we pulled up the neon sign was lit up and said open. The door was unlocked. So we went in and wasted 10 min. Being confused as to why no one was coming to the counter to help us. After we were completely frustrated we walk out and then an employees magically appears, saying they are closed, I think she had been outside talking to someone the entire time. Wouldn't common sense be to turn off the light, lock the doors, or at least tell people you are closed when they first pull up? I have never tried this place and I guess now I never will because I am never going back. \nIf I could give 0 stars I would, or maybe even negative stars.",0
"The food is great. The wait is insane. I ordered online, they said it would be 20 minutes, it was 50 minutes. For three meals. Are they catching the fish?! Then they tell me that I'm having to wait because they had to fill a catering order. Well don't I feel special.",0
"In General, I consider the Olive Garden chain to be one of the upper-average casual chain restaurant choices.  The Champaign Olive Garden has declined significantly within the last year.  I believe this is due to a change in management, but I am not 100% certain.  My last meal there was in November and the standards were that of poorly-run fastfood restaurant.  This is what I wrote about it at the time:\n\n\""""Remember how Olive Garden used to be a 'nice' place to have a casual meal?  Even though it was a chain restaurant and you knew most of the food was heated up in a microwave, it looked like real food and it almost tasted like it had been cooked.  It seemed a little nicer than your T.G.I. Fridays and your Applebee's.  Well, it's not like that anymore.  Not the one in C-U anyway.  I don't think I will be going back there ever again.  \n\n The first thing I noticed when I walked in was that the entire place reeked like a sour towel.  Someone had obviously wiped all of the tables down with a cheap disinfectant solution that had gotten a bit... ripe.  It was disgusting.  \n\nI proceeded to the bathroom to wash my hands before my meal where I found two employees lounging about and chatting while pretending to clean the restroom.  Since they did not find it prudent to tone down their conversation whilst a guest was in their presence, I got to enjoy a pre-dinner melodrama.  Apparently an employee of the Olive Garden is trying to file a sexual harassment suit and the management had been asking both ladies if they had experienced any inappropriate behavior.  And while the accused sometimes gets a \""""wild hair up their ass\"""" they did not consider themselves harassed.  Speaking of sex, Manuel looked FINE this morning and when he came into work they were like \""""oh my GOD!\""""  \n\nWhen I got back to my seat, our waiter (who I admit was nice and attentive) served us a sample of white zinfandel that had the distinct vinegary taste of a wine that has been left uncorked for too long.  The food, which tasted decent, no longer looks, tastes or feels like real food.  Both the dinner and dessert had an artificiality to it that resembled an expensive TV dinner.  The textures were waxy and the cheese was lardlike.  While the flavors were bold, they tasted man-made and had a processed mouth-feel.  It was to real food what Velveeta is to real cheese.  The dessert, the chocolate torte, especially had the look of something that had just been plopped out of it's microwavable container.   The vanilla sauce was practically flavorless and the torte was only heated halfway, resulting in a jello-pudding like consistency to the fudge filling.  It is also made with artificial sugar now, which adds to its alien flavor and texture.  In truth, the food quality is comparable to a fast food restaurant.  The only difference is that they offer more variety and a few more low quality ingredients per dish.\n\nI know it's just Olive Garden.  I know it's an evil chain restaurant and a glorified McDonalds.  I guess the thing is that it didn't used to be this way.  I think I've heard that they are under new management.  It used to be satisfying in a guilty pleasure flavor overload sort of way and it made you feel sort of ok about it because it deceived you into thinking it was real food.  But now it's not.  The seams are showing.  Quality of service and presentation has gone way down.  Corners are being cut and it shows.  You can tell it is just a fancier Fazoli's and it's really had to pay $25-$30 bucks a person for some sour wine and some microwaved Italian Velveeta in a place that smells like mildew.",0
"I have tried this Olive Garden over the several years that it has been in Champaign and not once have I liked ANYTHING.  I don't get why it is so crowded all the time and people are willing to wait a long time just for a table.  The house salad is awful and so are all the soups.  I have tried several items on the menu over the years and I have always felt ripped off because it's so expensive as well as awful.  I try really, really hard not to go here but sometimes there are \""""those\"""" people who choose this place to have their birthday dinner or graduation lunch and I am forced to go.",0
"I've been here twice and both times were great experiences for me despite the bad reviews on here.\n\nThis location does get ridiculously packed all the time for some reason.  (Expect at least a 30 minute wait during dinner hours) but after we finally got seated, our service and food was always surprisingly good.  \n\nThe complimentary and delicious bread sticks and salad always came out to our table within 5 minutes, and let's not forget these are endless!  Drinks and food came really quick, surprisingly quick actually considering the huge crowd waiting outside.  Our servers have always been attentive and friendly.\n\nFood is priced very expensive, but I think one knows that before they come here.  If you don't... well then you're in for a surprise.  Everything I've ever ordered though has been delicious and a big enough portion that I have enough for two big meals.  \n\nI don't go here all the time because of the price,  but when I do, the experience has always been great.  Let's not forget that every time I went they were offering complimentary wine, pouring us full glasses of it.  If you don't mind the wait to get seated, I definitely recommend this restaurant.",1
"I just don't get why people wait in line to get into this place.  My family and I go here from time to time, but I think today's visit will be our last.  We got a table right away, but we waited about 15 minutes before our waitress arrived.  She apologized and said no one had told her that we were there. I ordered bruschetta and salad and my companions had soup and salad.  Olive Garden's soups are pretty good, I'll grant them that.  But the bruschetta was just awful.  It was just toast with chopped tomatoes, no garlic, salt or olive oil at all.  The breadsticks and salad  were just ok; I don't see why people rave over them.  Salad did have pepperoncini peppers, which were a nice touch. The waitress was polite but seemed to be either new or overwhelmed. She never refilled any of our drinks and just seemed sort of distracted. We left her a nice tip though.  I've been a waitress and know how hard it can be, especially at a chain restaurant where the crowds and their demands are never-ending.  \n\nI'm no food snob, but Olive Garden seems to aspire to lowest-common-denominator, faux-Italian food for people who've never had the real thing and don't know what they're missing.",0
"Overpriced just \""""okay\"""" italian food.  My dinner included overcooked (mushy) pasta and overcooked shrimp...husbands chicken had gross fat and chewy sections.  Not worth the $50 price tag...should have ate at a local joint.",0
"I wish I could say something different than most of the other comments but alas I cannot. The service was the worst I have had in some time. We waited ten minutes for two glasses of sangria, when that finally arrived the waiter took our order (some couples combo that included an appetizer). The the size of my drink was quite small so I finished it rather quickly and waited for our server to have another ten minute personal conversation with the table next to ours meanwhile we were still waiting for our breadsticks and salad... After about ten more minutes the waiter showed up with the breadsticks and salad. At that very same time our main entree came out. We sent it back since we had not had our salad or even our appetizers yet. I then ordered another drink. Ten minutes go by while we gnawed on old cold breadsticks and soggy salad still waiting on my drink and our appetizers while intently listening to our waiter recall his hometown antics with the table next to us. Finally the drink and appetizers arrive after about five more minutes, shouldn't have waited for it though The ravioli was cold and chewy, I mean cowhide chewy... Then our main course comes back out. Back out as in from the heat lamp. One bite in we realized the cheese had separated and it was barely warm. Needless to say after a small chat with the manager explaining how I would not return due to poor food and even worse service we left without being charged. In the end, save your time, save your money, and do not eat here, there are much better establishments in champaign.",0
We had a gift card and we were crusing through on a road trip. Why not. Alexis was great. She was new. Thought she did well.,1
"My fiance took me here for my birthday in August. We were immediately seated, so far so good. Then our waitress took forever to come to our table and bring our drinks to us. We weren't feeling good about this. Then she brings out the wrong entree for me ( or she put the order in wrong) so we pointed this out. She apologized and took it back and we thought we made a mistake coming here. My fiance didn't want to eat his, finish and wait for me to get mine but what else were we to do? We were prepared to leave a poor tip and a complaint after we finished but before we could decide what to do, the manager came out and apologized profusely. He immediately understood that my fiance didn't want to wait so he kept his plate hot while they made a fresh entree for me. Also he insisted that both our meals be on the house as well as free dessert. We weren't looking or expecting a free meal, just an apology, but it was awesome that he came out and addressed it before we could lodge a complaint. That's proactive and we appreciated it. Mistakes happen but as long as management attempts to make it right, which they did here, means we will be back.",1
"This rating is based on my most recent visit because it had been quite a long time since I had been here.\n\nNuts and bolts: Went with the family to celebrate a birthday.\n\nOrder: 1 app, 3 orders of soup, salad, and breadsticks, 1 rosemary chicken, and 1 lasagna.\n\nPros: Everybody left content and very full. Our waiter kept the breadsticks and salad coming. Multiple orders of soup were taken. Love the extra cheese on top of anything you want. Great price- got all that food for around $60 plus tip. Our waiter was very attentive and made us laugh a few times. Even wished my dad a happy birthday because he overheard us mentioning it being his birthday lunch.\n\nNeutral: Rosemary chicken was OK. Chicken gnocchi soup could have been a bit spicier. Minestrone was OK.\n\nTake home: Kinda wish I had tipped my server more (I did a bit over 20%). He was wonderful.",1
Very poor quality food. The only bright side of this dinner was the pleasant waitress.  Our pizza was mushy and undercooked. I ordered the chicken toscano and it tasted like straight up balsamic vinegar and the risotto was pretty bad. I couldn't eat it. The description was nothing like the actual entree.  But the staff is really nice.,0
"Extremely poor service !  Waiter always making excuses,  food not as good as in past!",0
"Restaurant review:\nIt was a stormy fall night and we had just finished shopping at the local Toy R Us. We decided to take a quick dinner here and was hoping for a solid Italian dinner. Alas not so good. I ordered the steak medallion Gorgonzola fettuccine alfredo. While waiting for dinner, we had the unlimited breadsticks which were good along with the soup. Somehow my two bowls of soup came out lukewarm which was quite disappointing. The dinner that I had ordered had overcooked fettuccine alfredo with 4 piece of \""""steak medallion\"""". Unfortunately, not a good cut of beef as they were tough and chewy. Even though I had ordered it medium rare, the steak was close to medium to well. Even before we finished eating the waiter asked if we would like dessert and promptly threw down the check when we said no. Overall I will have to pass from eating here again.\n\nPro: unlimited soup/breadsticks or salad if you want\n\nCons: overcooked pasta, the quality of the meat for the dish was not good\n\nHidden gem:\nCheck sunday paper for coupons. Unlimited soup and breadstick. Sign up online for the e-club for a free appetizer with the purchase of 2 entrees.",0
Great service. My husband found the shoes he was looking for. The sales associate was funny and interactive. We will be back.,1
"Very nice place with a rich selection at expected premium prices.\n\nI love that there's a cozy place in town where you can get tea from all over, funky sweet or salty licorice, and a huge selection of chocolates. \n\nA friend gave me a tip: their Columbian coconut coffee (wonderful!).\n\nHere's another tip: the hours state that they close at 4 on Saturday, but they actually stay open until 5. Here's a transcript of the conversation that exemplifies small-town America (at it's quirky best):\nMe: I thought you closed at 4!\nHer: Nope, we used to, but we stay open until 5.\nMe: But the door says 4...\nHer: Yep, but we like to stay open in case someone wants something.\nMe: So, you're only open this week?\nHer: Nope, every week. We close at 5.\nMe: Do you ever close earlier, if it's busy?\nHer: Well, we like to stay open until 5.\n....\nSo, know that the \""""secret hour\"""" exists if you have that craving for Gustav's soft licorice drops at 4:30 on a Saturday.",1
"Factoring in what I originally stated about the tea that expired a year ago, all the teas I bought ALSO tasted OLD! :( I am thinking they don't have good turnover. The Golden Moon tea doesn't taste like anything I bought from Golden Moon. I am thinking some of those teas have been on the shelf a long time. If you are in a pinch for some teas, this place will do. \n\nBut if you love quality and freshness, AVOID! Also, you aren't suppose to keep tea in clear containers, tea is light sensitive. The teas I bought from the jar taste stale and bad.",0
"This is one of my favorite shops! \nThey have really good prices on tea, and they sell coffee too! \nIt is the best place to get tea infusers, and they have all kinds of cute ones like ones that look like tea bags, and the one that looks like a monkey. \nThe staff is really friendly and they seem to know what they are talking about.",1
"Went to visit this place for the first time yesterday and I was impressed. The selection of candies, coffee, home made goods and my favorite tea made this one of my new favorite shops in the area. The selection of teas was nice but I agree with the other reviewers that the storage of it was a bit off. I bought a couple ounces and can't wait to try it! They lost a star with me because of the crowded feeling I got\"""" there were maybe 5 customers other then my boyfriend and I in the store. There was an employee blocking a good deal of stuff I wanted to see stocking stuff on shelves and overall I just felt squished. Pleased with everything else tho!!!",1
So many options of tea to choose from. The shop isn't crowded most of the time but when it is crowded it is hard to move around the shop because there isn't much space to move around in. They do have coffee but just like the tea it doesn't seem to be stored correctly. This is a great little shop to get gifts for your mom or grandmother. The items might be a little overpriced but if you like tea you are sure to find something here you like.,0
"I don't want to over sell the place, but Walnut Street Tea Company is amazing. I haven't explored the coffee selection (although it seems impressive), but their bulk spice selection is fantastic. The bulk tea selection is also impressive. I've bought a few other items there, too... a mortar and pestle, a pink Himalayan salt grinder, a cute leaf thing designed for used tea bags. He women working there are very pleasant and friendly. And honestly? The prices are fantastic. If you like cooking, tea, and/or coffee, you should go there.",1
"Really overpriced candy. I bought a few sugar free pixies (chocolate turtles) and they were good at 60 cents a bite. The pieces are extra small. The lady behind the counter was being run around by two suburban housewives who seemed to think they were choosing expensive jewelry, not candy. The wait was interminable as a result. Overall, there are plenty of better places for chocolates.",0
"Whenever you ask someone about The Ribeye, their response is the same:  \""""the salad bar their is FABULOUS.\""""\n\nWhen the best thing going for a steakhouse is its salad bar, this should be a red flag.\n\nThe service is stiff and hurried, but efficient.  The wine list is basically two choices:  white or red.  The menu is basically two choices:  steak or chicken.\n\nThe steak is a decent cut, but hardly seasoned and served on hot cast-iron skillets that mean your medium-rare steak is well by the end of your meal (and your medium well is a dried-out hockey puck of jerky-like ribeye.)\n\nAll this while dining in a windowless cinder-block building decorated wholly in orange and blue, and surrounded by senior citizens (equally decorated wholly in orange and blue.)\n\nBut yes, the salad bar is good.",0
"was sadly disappointed.\n\nMy medium rare steak was overdone, and hard to cut, but maybe its just the rib-eye cut? sadly no other steak cut options.\n\nThe pickled beets and freashly baked slight deepfried bread are awesome.  Other than that, I just wasn't really feeling the pasta and buckets of mayo salad bar.\n\nThe decor is more than slightly dungeony from the moment you walk in.\n\nMenu options is basically rib eye and some insignificant chicken option and 3 pieces of shrimp for 20 bucks.\n\nHowever, the place was busy the whole evening, so they must be doing something right for others.",0
"I really don't get some of the reviews of this place.  The salad bar is fabulous?  Ok, you people need to get out of central Illinois more....\n\nSo here's what this place is about.  It is called The Ribeye and that is a perfect name for it.  Just about the only thing you can order here is a ribeye.  You can get an 8 oz ribeye, a 10 oz ribeye or a custom cut ribeye in any weight up to 32 ounces.  But you can't get any other cut of meat.  All ribeyes all the time.  They do have I think one chicken and one shrimp dish available if you don't like ribeyes.  So you better like ribeyes if you come to this place.\n\nNow to the salad bar.  What is good about it?  The fact that they have iceberg lettuce, cucumbers, croutons and 8 different mayonaisse based salads?  The salad bar is terrible.  Where are the mixed greens or spinach?  What about garbanzo beans or sprouts or candied walnuts or jicama or edamame or anything remotely interesting?  I find rural midwest cuisine sorely lacking in variety and this salad bar is just about as vanilla as it gets.\n\nLack of menu choices, a terrible salad bar, baked potatoes that only come with butter and sour cream options (a steak restaurant should ALWAYS have baked potatoes that come with the options of chives, bacon, cheese and ALL of the fixings) and a pretty dingy interior all leave you pretty underwhelmed with this place.  Unless you want a 32 ounce ribeye.  Then they've got you covered!",0
"Great on all counts except the decor could really use updating.  Tradition or not, I know people who refuse to go based on the decor.  The food is awesome though.",1
"I will concur with the other reviewers that the decor is completely drab and dull however, I really enjoyed my meal last night. We arrived around 4:15. Noticed there were quite a few people already there. We were told they would let us have a table as long as we could eat and be done by 6:00. That not being a problem we were promptly seated. My daughter and I usually share a meal and I asked our server if that would be OK. She told me that the kids buffet was only $3.00 so we opted for that. And she certainly ate her worth of $3.00 salad bar and more. \n\nWhen will it stop snowing here????? Anyway, I ordered the 10 oz. Ribeye medium. When it came out on the sizzling skillet it was more like well done. It was hard to cut and totally dried out. My server noticed that I wasn't happy and offered to get another one. I am not one of those people who likes to send food back to the kitchen for obvious reasons but this time I did. She brought me back that best Ribeye I have had in a very long time. When I cut into it bleed and that grosses me out but here the skillet is still cooking the steak and therefore it was soon medium and perfect!! So, my advice would be to order your steak under what you would at other steakhouses. \n\nThey make the ranch dressing and that is always a plus in my book. The salad bar was good. They have real bacon bits. That along with homemade ranch dressing is the best in my book!! \n\nBy the time we left there were so many people waiting to get a table it was crazy.  I advise go early (they open at 4:00) or make reservations.\n\nYes, they only offer Ribeye steaks. No deceiving there. Hence their name,",1
"I myself can't recommend Ribeye for a meal, and gave it a low rating, roughly 1 1/2 stars. Because Ribeye has many happy customers, as well as fellow Yelpers who are fans, and who are marking Ribeye higher, I will try to describe Ribeye as well as I can as I relate my single dining experience. That way, you, the reader, will know what to expect if and when you go.\n\nAmbience and Decor:\nLet me first describe the restaurant's ambience. The restaurant is a dark, windowless interior space. The decor is simple, something like wood or wood-like tables and chairs along with booths. When I was there the restaurant was very busy and extremely noisy. TV's were visible from most seats of our table, so watching a TV show or event while eating is part of Ribeye's draw. I imagine drinks and dinner while watching a football game would be an example. There is a full bar in a space connected to the dining area. \n\n\nFood:\nThe food at Ribeye is not to my taste. \n\nThe ribeye steak is low quality meat. Eating the steak is not a pleasant or satisfying experience. Perhaps a hamburger or meatloaf type order would be safer. Ribs are on the menu but I just know that the barbecue sauce would not be better, and might be worse, than that offered by McDonalds.\n\nThe salad bar comes with most dinners. The salad bar has a mediocre selection of items, and the quality of each item is basic. Coleslaw would be on par with that available in a chain supermarket deli. Freshness of the salad bar is variable by item, depending upon how it turns over. Overall, the salad bar is not worth ordering. It just is not very good.\n\nBread is a hot, fresh loaf, but mediocre nonetheless. Also, Ribeye does something to its butter. The butter is whipped up for sure, but they might add sugar or something to it. \n\nThe vegetables, and items like baked potato or mashed potatoes are edible, but mediocre. These don't appear to be prepared to order. Unfortunately, potatoes and vegetables lose much of their appeal if they are not eaten when freshly cooked to order.\n\nI can't comment on dessert. None of us ordered dessert, and I don't remember what was on the dessert menu.\n\n\nSummary:\nOverall, Ribeye leaves me with the impression of being an upgraded (albeit, a much upgraded) version of Sizzler. It also has the feel of a sports bar. Prices are pretty much in line with what Ribeye offers. That is, prices are neither too high nor are they particularly good values. Service is adequate but unremarkable either way.\n\nFor me, this all is about 1 1/2 stars on Yelp. Ribeye is targeted to, and evidently, successfully fills, its own niche in the market. The other reviewers have different opinions, but all of us are evaluating the product that I have tried to describe to you above, in my review. I hope this will give you some idea of what to expect if you visit Ribeye.",0
The price is increased but the steak size is reduced. Disappointed.,0
"worst. steak. ever.\n\nWhy oh why can't we rate zero stars?!  Or better still, negative stars!\n\nUpdate: Had to go again because my aunt is insane. Knowing how bad the steak is, I ordered the shrimp. 10 times worse than the steak. The salad bar that people rave about? Laughably bad. Seriously, have you never been outside of Champaign and seen a real salad bar?  Hell, even the Courier Cafe in Urbana has a better salad bar!\n\nOur waitress--and I wish I could remember her name-- was excellent, but she couldn't save the meal.\n\nDISGUSTING.",0
"I was impressed.  We had the ribeye, shrimp and chicken entrees.  All were very good.  The service was very good.",1
