text,label
Quick and YYummy!  The people are very nice with lots of veggie options.,1
"I went for the first time today to Tott's at lunchtime.  It was excellent.  The service was friendly and accommodating (they had no problem substituting my rice for broccoli) and the food was fabulous.  It came to our table very quickly and everything was hot, nicely seasoned and very fresh (love crisp broccoli!)  I can see why this place is so busy/popular.  I will definitely go back.",1
Love this place! Its just as good as a big chain restaurants and not as expensive. Most of the time the owner is the one ringing you up at the register. A+ food!,1
"I love this place. It's not as cheap as Panda Express, but that's the point. \n\nIf you want a good, fast Chinese food experience, eat here.\n\nIf you want to get some Starbucks before or after, this is a good place too.\n\nIf you're lonely, write more yelp reviews.\n\nPlease take some time out of your day to try some Chinese that's not poured out of a semi truck shipped from California(if not further).",1
Always perfect and fresh EVERY time!  I LOVE the Hong Kong Chicken.,1
"This is my new favorite Chinese place. The food is good and their prices are very reasonable. I've been slowly making my way through their menu trying different things, all so far have been at least decent most have been good.",1
"We went here last night for the first time and really liked it! My boyfriend got the orange chicken, and I had the walnut shrimp. Both meals were very flavorful, cooked well, were great portions, and also reheated nicely the next day. For some reason I really liked their fortune cookies too. I know it sounds like an odd thing to mention but I did! I usually never eat them but their fortune cookies had a homemade taste to them! We will absolutely be going back!",1
"The food wasn't that good but that wasn't my main issue. It was the unwelcoming feeling I experienced. I will not be returning. The owner was friendly with everyone in the restaurant except my boyfriend and I. He would go table to table and talk to people and greet new customers and would acknowledge them when they left. The only acknowledgement I was received was an uncomfortable feeling of him staring at me when I wasn't looking, I'm assuming due to my abundance of tattoos. I felt judged and will not recommend this place to my friends or will never return.",0
"I came to Tott's for lunch. They have an open kitchen area which can be fun if you like to watch the food being prepared, however I found it odd that while I saw food being prepared I didn't smell anything. I am used to walking by a restaurant and being tempted to enter because of the delicious smell of the food they being prepared there. I went to the counter and ordered the orange chicken they seem to be famous for. The total was $6.82 which seemed reasonable. I sat down and was quickly served in a matter of a few short minutes.  My dish was served on an oval shaped platter. The orange chicken was on one side and the other side was a large helping of white rice. The dish had large pieces of chicken sitting in a large pool of orange sauce. The orange sauce had many pieces of red pepper flakes and other spices I couldn't identify. There were five or six large red and black peppers to add some spice to the dish. The chicken was not over breaded like you might expect from places like Panda Express, but the sauce was overly sweet. The sauce seemed to have a thicker consistency to it like a syrup. The five or six large peppers were a welcomed relief from the sweetness of the dish but they ran out fast. The spices and pepper flakes in the sauce didn't translate into flavor on my tongue. Im usually a big fan of orange chicken but was very disappointed in it overall and would not order it again. The owner was there and seemed very friendly, thanking every customer as they left. I saw some other food being prepared as I left and I can tell they were making an honest effort to make good food here. I saw that they were roasting their own peanuts, for example, instead if just opening a package of ingredients and tossing it in the mix. Unfortunately, my experience today didn't equate to the dining experience I had hoped for. It was just way too sweet and lacking flavor.",0
This is my new favourite Asian diner. I am a vegetarian and this place gives me options. The food quality has always been great and it is service with a smile.,1
I tried this place out based on the many reviews. I seemed to have gone on a bad day or maybe they had a new cook.  The man behind the counter was very nice and helped us pick out something from the menu while we made up our mind.  They have a lot of options which would allow for any combination of asian food one can imagine or be in the mood for.  I ordered the Spicy Szechuan with Tofu which seemed to have  out too quickly is my estimation.  The vegetables were hardly warmed up  and suspended in a huge amount of viscous pink sauce that had no spice at all.  It was so dense and cooled so quickly the veggies were floating in it like jello.  I can;t say I would recommend this place or that I'll be back anytime soon.,0
"Yeah!  Kickass Asian fast food!\n\nNo \""""bobo plates\"""", no little sterno grill to burn your own food, no 70s \""""Oriental\"""" restaurant ambiance.  This is the REAL THING.  Just knock your socks off, FRESH Asian cuisine to please many palates.  Want veggie?  There's LOTS of vegetarian options for you made to order and brought to your table fast.  Chinese?  Sure.  Japanese?  That too.  They even have pho and curry plates.  You'll get a satisfying mound of food for $10 including bottomless drink.  My only caveat: don't bother having a big conversation with the person you may be eating with--this place is LOUD.  That's okay--you'll have too much fun eating to want to talk that much.\n\nLook, I'm from the SF Bay Area, where Asian joints abound.  This place would totally outdo a lot of the spots back home if it were in the Bay.  Best Asian spot so far that I've been to in the Valley.  If there's a better one, I have yet to find it.\n\nGo.  Eat.  Stuff thyself.",1
"Food was ok, not awesome.  Fast Chinese food. Yeah, they cook it in a wok in an open kitchen but it's no where near the 'best' Chinese food I've ever had. No wait staff, order at the counter and they bring the food out (NOT necessarily all together and defnitely NOT appetizers first then entree - bizarre).  My entree appeared, we waited, then my wifes entree, waited, then my soup, waited some more then finally the spring rolls - I don't get it, deliver the whole damn order at once!  Clean place, it was busy.  Fried rice was disappointing - make better fried rice at home (it was basically brown rice with a few random peas and carrots thrown in).  Soup was good.  Spring rolls were, well, like a spring roll should be - nothing special.  Twin pork was a bit disappointing, pork had a lot of fat on it.  Would I go back?  Maybe if I was in the area and wanted take out, but that's about it.\n\nWent on a cold night, the restaurant was freezing, had to ask them to turn some heat on as all the customers were eating with their coats on.  Not a good first impression.",0
"Lovely owner...\nGreat staff, cheap prices and healthy choices!\nLove love love!!!",1
So good!  Wish we had started eating here earlier.  Great service and orders are ready super quick.  Very clean inside.,1
"Since getting a job, nearby, I've eaten at Tott's a handful of times. Having only 30 minutes to eat, I can walk in, order, eat, and leave with a few minutes to spare to get back to work. I highly recommend the Sesame Chicken. The food is great (big portions too), they're fast, and the owner is very personable and friendly!",1
"I'm not sure why this place is rated so high. \nAs a test, go to Panda Express and this place, order the orange chicken and have someone taste them both. You will see that there isn't a difference in the taste. \nI expected more from this place but the food is just your basic frozen food cooked in a wok...or microwave. I will say that my wife the lemon chicken and it tasted like it was cooked, left out, and then reheated, you know it had that \""""reheated\"""" taste. \nUnless the reheated taste is just the taste of the food and in that case it's just bad.\n\nThe service I guess was nice. 4 people on staff at the time, all were standing around talking. One guy was standing in front of the register playing jewel craft and he didn't acknowledge I was there. A girl took my order after shooing the guy away so she could enter my order in the register.\n\nWe also got pot stickers and they tasted like chemicals found in cleaning solution. My only guess for this was that they were sprayed on accident when someone was cleaning but it ruined them. They were also still raw and very under cooked. One was still cold in the middle.\n\nIf you want really good Chinese food, I suggest going to China Palace instead.\nThey are always nice and helpful. I like their orange, sesame, and lemon chicken and it has a nice crispy taste to it, not soggy like Tott's.\n\nOverall, if you like soggy breaded chicken then this place is for you.",0
"I've gone here a bunch of times and really enjoy the food. The prices are good and the portions are huge. Staff is friendly and the food comes out quick. I'm partial to the orange chicken myself, which I think is one of the best for American-Chinese food.",1
"They are on the Banned List. Sorry Tots, I wanted to like you.\nFirst time had the Sheczuan Chicken. It had sugar syrup sauce like orange chicken sauce with added chili flakes. Nasty and missing something. Fried rice was bland and old. \n\nSecond trip had the chicken lomein, again missing flavor and tasted old. Noticed 2 employees eating lunch and they had Pizza from another restaurant?\n\nThere are way better choices around that area, no need to go back.",0
"One of my favorite places for lunch. Similar in style to places like Pei Wei, but much better quality.\n\nMy favorite is the Chicken Pad Thai.",1
These guys are so great. The food is awesome and the service is always excellent. Try the Malaysian curry!,1
I give this place a 2.5 tops! How is this establishment rated so high? I had Mongolian beef that was about as good as sweet rubber and the cream cheese wonton....... Sad sad sad excuse for a cream cheese wonton. Try somewhere else first.,0
"The tried and true test for Asian American restaurants like Tott's is the \""""fried rice test.\""""  It's simple; are there frozen peas and carrots used in the rice?  At Tott's there are.  As far as the rest of the food, I tried two recommended dishes and the egg rolls w/ the fried rice of course.  The egg rolls are big but greasy, the other two dishes where OK, nothing special and there were the recommended dishes.\n\nFor such a high ranking on Yelp I was surprised by the quality of the food.  \nOne last note and as others have said, the quantity of food was good.",0
"Awesome. Pure awesome. \n\nFood is great. Place is clean. Staff is friendly. \n\nWhat else do you need? We have eaten here for years (at old location too) and owner is always friendly asking about family etc and remembers your \""""usual\"""". Food quality is consistent and at a high level always.",1
"My boyfriend and I love this place! Best place in the Valley for sure! Young, the owner and his staff are super nice and friendly! We usually get the Orange Chicken (which is made with dark meat), egg rolls and pad Thai  and it is AMAZING!! After coming here, I don't want to go to any other Chinese Restaurants. It is all reasonably priced and large portions. Thank you for such amazing food!",1
"My goal here is a PSA to VEGETARIANS...  \n\nThe menu at Totts seems to have a significant vegetarian menu, but eater beware that here, fish sauce, shrimp paste, eggs, and CHICKEN powder, is considered vegetarian.  You are best off asking for a \""""vegan\"""" option.  ( I think there is only one).  \n\nI think I eventually got  the Spicy Szechuan with tofu/veggies. The portion was huge, the veggies were fresh.  It tasted ok. The restaurant is clean. The server / host staff was very nice.  The owner, I am truly disappointed in. \n\nI got there, ordered what I presumed was vegetarian (asked if sauce had shrimp/fish paste -they said no).  Afterwards, I asked if the curries had fish/shrimp paste, and she said yes, and asked if I had an issue with animal byproducts, because the dish I had ordered, has CHICKEN powder in it.  Apparently they consider Chicken powder to be vegetarian.  Fine, whatever, we have different definitions. I appreciated that the woman went back to grab my ticket / ask if I could get the dish without it / what I could get instead. \n\nNext the owner came over to me, and got really upset!  All I asked him, was to clarify what on their menu, did not have any animal byproducts.  His response was that your people come in here all the time and have different definitions of vegetarian.  This is my restaurant, and yes, here this is what I call vegetarian.  Fine, I'll agree to disagree on the definition of vegetarian, but by no means, as the owner should he have YELLED at me for inquiring what he considered to be vegetarian / what they had that did not have animal products in it.  \n\nIf we had not already paid, I would have left.  \n\nSo while, the place is clean, staff was nice, food was ok, the owner/GM was outright rude, and had extremely POOR customer service.  For that I go out of my way to write a review, give you a 1, and tell ALL OF MY VEGETARIAN friends to avoid your restaurant.  \n\nThanks for the unpleasant experience.",0
"Had lunch with a friend here yesterday. I wanted to go somewhere besides Pei Wei for a change. Yelp reviews looked solid. The place was clean, not too crowded and the greeting was friendly. Seems they do a lot of take out but there are a good number of tables. Items are cooked to order with maybe the exception of a few things, for example the fried rice. My biggest issue was flavor. We both had a stir fry dish. Mine was the szechuan chicken and my friend had the mushroom w/veggies. The dinner portion was large but half of it was rice. Everything just lacked flavors...we hit the soy and chili sauces pretty hard to kick it up. We also had to get some plum sauce. I guess we'll keep looking for a non chain chinese restaurant...",0
Everything tastes over processed. Very disappointed with the orange chicken and walnut shrimp. Will not be going back.,0
This was so good and cant wait to come back best orange chicken ever with chow main noodles,1
"I've been here 3 times. Each time getting something different and each time I have been unimpressed. The orange chicken tastes nothing like orange chick it bland. The Pad tai was really bad, I couldn't even eat half. The only reason I have 2 stars was because they are quick and the people are very nice. But sorry to say this place is nothing special. :-/",0
"I've been here twice now.  The first time, I ate in and had the pan-fried noodle, which I was hoping would be like that of OB Noodle House in San Diego.  But it wasn't quite the same.  It will do as an Arizona substitute though.  \n\nThe second time, I ordered to go.  Orange shrimp.  I couldn't decide between it and the Singapore Rice Noodle plate, but ended up going with Orange Shrimp.  The sauce was pretty sweet, but the shrimp was crispy and not too spicy.  The chow mein was decent too, but not many veggies.  The Spring Rolls were pretty good - nice and crispy.  So my only complaint on this visit was the lack of veggies in the chow mein.\n\nMy order was ready quickly and the staff was nice.  Another good spot nearby is Wang's Delight which is diagonal across the Ray/McClintock intersection.",1
"Best salted pepper chicken hands down! It's hard to find a place that has salted pepper chicken on the menu in AZ. This is it! I love love love the cripsy chicken and it goes perfect with fried rice or chow mein. Swtich it up once in a while and get Orange chicken, but salted pepper is my favorite here! DELISH!",1
When I read others reviews who compared Tott's to Pei Wei I was skeptical about what I might be getting. I was pleasantly surprised that Tott's doesn't even compare to Pei Wei. It is soo much better. The food was outstanding. I love Chinese food and after living in the valley for almost 16 years I've finally found my favorite spot.,1
"After walking into two different Asian restaurants at ten minutes to 9pm (their closing time) and being denied a sit down meal, we took a third chance and walked into Tott's.  The owner was extremely accommodating and allowed us to sit on the patio and eat on real plates versus to-go's and told us he'd be there cleaning and finalizing some things and to take our time.  I am in sales and have a keen sense of customer service and was thrilled to learn that Tott's Asian Diner not only delivers fresh, great tasting food, but exceptional service too.  Keep up the great work!  We will definitely be back!",1
Not great. Food was below average,0
"Wanted to love this place.... Fast, close to home, and great Yelp reviews.  Alas, it was not to be...\nGot the Red Curry lunch with veggies, tofu, and brown rice. They had a great variety of veggies and they were cooked perfectly. Not limp, crispy without being too raw. Brown rice was perfectly cooked as well. Trouble was the curry. There was a layer of sauce on the veggies, as opposed to it swimming in curry. Which would have been fine except that there was a gritty texture, no silky coconut milk, no hint of fish sauce, and NO FLAVOR. There was not even a hint of heat, nor any other discernible spice notes. When has a curry ever been bland? I'm the wrong person to ask. I guess.\nI also tried the chicken pot stickers. They wrappers had a weird texture, the filling was super bland, and the sauce they came with was just thin, sweet, and totally forgettable. \n\nDecor was inviting, it seemed clean, and the staff seemed fine (ordered carry out, my order was waiting for me when I got there, both the guy on the phone and the gal on the register seemed competent & friendly-ish)...\nI may be back the next time my son bugs me for Pei Wei. :)",0
"Tried the stir fry crispy beef and the spicy island chicken. The beef reminds of Peking beef drenched in sweet spicy sauce. The chicken tastes horrible, dry and flavorless. I wouldn't even call this real Chinese food",0
"Consistently good!!\nMy husband suggested this place for dinner last week. Our picky daughter however wasn't having it. I thought about eating eating here for a whole week and finally bribed my child with fortune cookies and went there for lunch today. \nI always order the same thing, pan fried noodles with shrimp (spicy). The vegetables and shrimp were cooked perfectly as usual. It is a lot of food, but it is hard not to eat the whole thing. My picky daughter actually enjoyed her chicken teriyaki with noodles. She ate most of it and of course finished with two fortune cookies.\nThe place has always been clean and the service friendly. I just wish they would bring all our meals out at the same time rather than one at a time.",1
"It's been a long time since my wife and I darkened the door of Totts. The prior couple of times we visited, the food was greasy and unimpressive. \n\nHaving a jones for Chinese today, we decided to give it another shot for lunch. To our surprise, the line was out the door! Good sign. \n\nWe had the Hong Kong with noodles, and the orange chicken. Both very good, with large portions, and competitive prices. Service was fast and you could tell the people cared.\n\nI'm glad we gave this place another try. Looking forward to having this back on the list of places we regularly visit.",1
Really good fresh Asian food.  Very generous portions for a great price. They will customize your order with no issue. I will be back again!,1
"First contact was great.  The customer service was excellent but the product did not meet the standards set.  I ordered a custom dashmat in a suede finish for my vehicle and waited a week for it to be made.  The fit was not very good to my dashboard and the quality was lacking.  I paid $54.99 plus tax and was sorely disappointed.  The stitching was sub-par, it was about 1/2 inch too big, and after speaking with them, I was told that it was perfect and no alterations would be done.  Luckily, Laura was very professional and understood my concerns and offered up the option of returning it.\nLaura gets 5 stars, but the product was 1 star for the price.",0
"Since they are local, I drove down to order a dash board cover. I chose color, options and paid the $60.00. They said they would call me when it came in. About 7 days later I received the call and went down the next day. ( each trip is about 30-miles one way)\n\nI went there and chose for them to install it. I waited and watched through the door as the installer was struggling with the installation. He called out several people to look at the cover. After about 30-minutes, they finally came in to tell. Me that they need to re-make the cover. It didn't fit. They told me about a day or two to make its. I told them not to rush. I was going out of town for a few days and would come back when I returned.  About 4 days later I called to see if it was ready for me to come down.  After waiting on hold, I was told that it wasn't ready and it would be ready in two days. I called back in two days and was then told that they don't have the correct material any longer. It would be about 4-weeks. BS!!!!  I told them what I just want my money back. They said that would be OK.  I told them I would come down tomorrow.  When I got down there, I was told that I didn't need to come down, that they already credited my card.   ARRRRGGGHHH!!!!!!  Why didn't they tell me BEFORE I drove all the way back down there.  \nAll I can say is, \"""" thank God I didn't by this on-line\""""\n\nWill not use them again.",0
"The store has a huge variety of gift items, knick-knacks and artistic vases.  I could have easily spent my entire Christmas budget.\n\nThe flowers are high quality and beautifully arranged.  I picked out a vase and simply asked them to fill it with a vague idea about color.  What came back was stunning, unique and affordable.\n\nAbout a week later I called in an order for balloons and a teddy bear to be delivered to a local hospital ICU.  They took it upon themselves to call the hospital to be sure that what they were sending would fit the guideline of the ICU.\n\nI really can't rave enough about these guys.  Megan and Jim are wonderful people. Be sure you meet Bart when you drop in - he likes his ears scratched.",1
They made a perfect flower arrangement for my wife and delivered it within six hours after I ordered it.  Every flower was flawless and she was thrilled with arrangement.  They lasted about  5 days before starting to wilt noticeably.,1
"FIVE STARS BASED ON THEIR EXTRAORDINARY & FRIENDLY CUSTOMER SERVICE.\n\nEvery business is successful, first and foremost, by their customer service. Agree?\n\nI stopped in Bobbies Flowers - since it is right next to my dentist - and is in my hood. I believe in supporting local businesses. I wanted to know what was different about this florist and how they were able to survive this obscure location.\n\nIt is all about CUSTOMER SERVICE! If you read the other reviews, it is plain as can be - Bobbies does a fantastic job with flowers, but I just wanted to see what kind of reception a first-timer off the street would get. They were friendly, helpful, and made me feel like I was an important client. Cute gift and flower displays too.\n\nBobbies Flowers is definitely a local business that should be supported. I will. Will you?",1
"My family has used Bobbies for years! Always friendly, dependable service! Flowers are always fresh and beautiful! I give this family owned business an A++",1
"Bobbie's Flowers is an amazing flower shop and I couldn't have been more pleased with working with them.  We live in Southern California, but needed to send flowers for a family member who passed in Phoenix.  Only one family member from us was able to attend the ceremony and was only going to be in town for a couple of hours, so we needed help in having a beautiful arrangement sent and we are so happy we chose Bobbie's flowers!  \n\nFirst off, ordering was so easy!  I looked at their online shop, then called and told them what I was looking for.  I gave them our loved one's favorite colors, the banner message and Bobbie's Flowers executed all of our requests impeccably!  It's always a little nerve racking ordering flowers hundreds of miles away, but after speaking with them, I really trusted that they cared about the display as much as I did.  Their prices are incredibly reasonable, especially when you see how high quality their work is.  Our family member who attended is a high end interior designer and is constantly dealing with fresh flower dealers and she was incredibly impressed with the piece Bobbie's Flowers put together.  She told us the flowers were very fresh and were displayed beautifully! \n\nBobbie's Flowers made a great impression on us and those who attended the memorial and I highly recommend them.  Whether you're from Tempe or an out-of-towner, you can trust Bobbie's Flowers to treat an arrangement for your friends or family, like it was their own.",1
"This second review is really unfortunate for me to have to post. I ordered flowers about a week ago via the internet directly from their website for Vday. Just today I guess they decided to process my order. I requested that they please deliver them before 2 pm (as my wife gets off at 2). Last time I ordered in store from the owner, and he had no problem getting them there before 2 pm. This time I was called and told they could not guarantee it, unless I paid another $25. I'm already paying outrages prices just to deliver flowers on this day, I'm not adding $25 on top of it. Especially pre-ordering weeks in advance. As I did with Sherri Berries and there was not extra charge. Sad to say, I cancelled my order and will take my business elsewhere.",0
"I received an email from the owner schooling me on why flowers are expensive on Valentines Day...um....No duh!? That was not my point. My point was that I ordered them in advance, and then my order was not processed for over a week. Then I received a call informing me of the $25. I should have been made aware before hand. \n\nAlso,  if you want to keep calling websites \""""BOGUS\"""" and claim that with you we get quality, you have to deliver quality on every level. From website, to ordering, to responding to unhappy customers. When these BOGUS websites have screwed up an order, they have always fixed it with no questions asked. They also inform me of delivery times and fees up front. I am all for local, so don't get me wrong. I was really happy when I found your shop, but now you have left a sour taste in my mouth.",0
"I found Bobbie's flowers on Yelp and saw that they had great reviews.  They did not disappoint!  I called the day before I needed the flowers delivered, on Mother's Day weekend and they came through.  My mom said it is the most spectacular arrangement she has ever received.  Beautiful colors, beautiful healthy flowers and lovely arranging.  Next time I need flowers for her, I am calling them again.  She thought they cost twice as much as they did.  Job well done Bobbies!",1
"I've never bought flowers before but special occasions demanded it.  I dropped in and the staff helped me articulate what I wanted and showed me beautiful arrangements in the cooler.  I picked up my order last week and not only does my wife love them, everybody who has seen the flowers has commented on the high quality.  Thanks Bobbies flowers!",1
"I love my flower arrangement I just received from bobbies flowers! It is absolutely beautiful and they smell amazing! They were a gift from my husband, and although he wouldn't tell me how much he paid, he was very pleased with the quantity and quality of the flowers.",1
"Bobbies first bouquets ( no discounts) for birthdays were outstanding! Freesia, fresh, beautiful!\nSo, when I saw the Groupon for the bouquet of the month I signed up expecting the same quality, service and freshness,\nNOT so. I've received the sorriest looking flowers and less than 7 stems every time.Its been a less than happy experience.\nThe owner told me \"""" I didn't do that promotion to just give away flowers! \""""shame on him.",0
"This is the first time I used Bobbies, but it won't the last. I wanted to send my wife flowers for our anniversary. WOW! they did a fantastic job. We were both blown away by the beauty and the size of the arrangement,,,  I wish I could upload  a picture, words cannot describe how beautiful it was.\nThank you",1
"Two stars only because the customer service and installers are good. \nUnfortunately, the water softener is a total piece of junk. \n\nIt was bought at Lowes, and installed and serviced by ameriflow. \nBeware the warranty does not include an $85 \"""" service charge \"""" anytime warranty service needs to be done. I had to pay this charge four times on a $1000 system. \n\nIn the two years I've had this system it has never worked properly. \nJust had service out again, so hopefully it will work the way it is supposed to.",0
"Absolute junk!  \n\nAfter less than 1 year their main ion-exchange tank developed a leak and had to be replaced.  After 3 years the brine tank developed a leak and leaked brine all over my garage floor.  90 days after having that replaced i went out to replenish the salt.  I found the brine tank completely dry and all the salt I had put in it was still there.  I called their \""""customer service\"""" and was told I would have to pay yet another $79 to have a technician come out and fix the problem they left when they came out to replace the brine tank.  Thanks alot guys!!  Now I have to pay again to fix the problem they left.  They only have a 30-day warranty on their work--even if it was done in-correctly to begin with.",0
It's been an okay place to trust people with your money. Somehow it feels like going back in time a couple of decades and when it comes to banks I'm kind of into that...even if just an illusion.,1
"Arizona Federal Credit Union is the best bank in Arizona.  I have been with Wells Fargo, Bank Of America, Comerica, and none of those banks come close to the service and the financial products that Arizona Federal Credit Union has.  Nice work AZ Federal, I am impressed.",1
"I always ALWAYS get terrible customer service at this location. If the tellers are not extremely awkward, they are being rude. I hate having to come here, unfortunately it is the closet one to my house.",0
"Worst banking experience ive ever had, ive been a member since i was 7 years old with my first 100$ in allowance money that i saved. My great grandfather was the president of our local branch and i felt confident in my decision as the years passed to stay with azfcu.  I am now 26 years old, and i have probably paid them over $5,000 in overdraft fees, \""""account protection fees\"""", too many uses of my card fees.  \n\nMy first interaction with customer service was actually really good when my account first overdrafted.  I had bought jack in the box late at night and the transaction went pending before my paycheck had deposited and they charged me 70$ in overdraft in a 1 hour period of the jack in the box PENDING transaction.  I called and the gentleman i spoke with understood my frustration and refunded the fees.  the second time this happened was a false charge from someone who got access to my account in maine (i am in az obviously) and charged 3000$ of purchases when my account only had 300$.  instead of flagging the transactions as possible fraud, the proceeded to accept every last one of them and charged an overdraft fee for every transaction.  i went to my bank for help hoping they could resolve this issue and return the funds to my account and report the fraud activity.  i was told that they needed to allow all the transactions to process first and then i can file a report, which takes 2-3 weeks to process, and in the meantime, every day 105$ of overdraft fees were charged.  all of the transactions did go through, and when i went back to them to fix the issue, because i previously had fraud on my account, my account was flagged.  when i asked what this meant and why this isnt being rectified, they said a police report was opened and I WAS ACCUSED OF FRAUD ON MY OWN DAMN ACCOUNT.  \n\nneedless to say, i got a lawyer, and settled to a 0 balance, losing the 300$ that was in my account, weeks of my life, and gaining more stress than i have ever known.  \n\nI will never recommend azfcu to anyone i know and will be pasting this review to as many places as i can.  I have never felt so awful in my entire life and i hope azfcu fails miserably",0
Nasty plain out nasty wings way over rated .first sign place was empty at lunch hour Nd I order tradtional dozen wings to .took almost twenty minutes witch for wings is uncalled for. Got home took two bites all bones and tasted the frost bite and threw it all away . Horrible terrible,0
"I like the menu for Dennys however this particular Dennys is not that great. Whenever you go in on a week night, they understaff horribly and when we went there on a Friday, we waited 40 minutes for our food and we asked for an appetizer which arrived with our dinner. Also they don't seem to care to much about making sure drinks are filled or getting them to you in a timely manner (15 minute wait for drinks and when we asked for refills, it look longer or we had to ask them for the drinks again!). Sad to say, the manager running this place is pretty sleezy and when we complained to him at the end of our meal about the wait time, he said we should have come to him sooner about the issue. Since this has been the second time in a row this has happened, I doubt we will be going back to this Dennys.",0
"If you like Denny's, you'll like this one.  Albeit it is JUST off the freeway - but so are a LOT of them around the country (meaning there are times when the place is insanely full and the wait is far more than I am willing to wait for just about ANY restaurant) - and I have eaten at a LOT of them around the country.  But, I live a mile and a half away from this one.  Years back, this place had terrible customer service. Your waiting time to get your food, from the time you were seated, was anywhere from 45 minutes to an hour.  Not anymore.  I continued to go to this Denny's throughout the years just because I am absolutely in LOVE with their slam breakfasts!\n\nI take friends/family to the place and sit at a booth, I go alone and sit at the \""""bar\"""", either way, I find the service to be acceptable and the food?  Well, I just do the slam type of breakfast there, I really don't go there for anything else.  It's always a eat-til'-the-plate-is-clean experience for me.  ;",1
"The food tasted good, but everything else about dinner tonight was awful. \n\nThe waitress forgot some of our food and didn't bring my order to me the way I asked. After that, she brought us the check and refilled our drinks, but then we never saw her again. After a while I was thirsty enough that I literally got up, went behind the counter and refilled our drinks myself. No one noticed. After about an hour a new waitress came by and offered refills -- leaving our two empty dirty cups on the table but finally removing the dirty dishes. Over the course of more than two hours we were never asked if we wanted to order anything else. To top it off, two of the stalls in the women's restroom were completely out of toilet paper.",0
"Okay...so, 11:30 on a Saturday morning MIGHT not have been the best time to come for breakfast. There were throngs of people in the dining room...yet we managed to walk right in and sit down.\n\nNow, understandably, the service was SLIGHTLY delayed due to the sheer volume of people. But our waitress, Sandy, was consistent and pleasant. Even with all of the hustle and bustle, Sandy was able to keep all three of our drinks full.\n\nDenny's has started to emphasize their \""""fit and healthy\"""" menu. Now they shout out items that are high in protien, low in calories, low in fat, and high in fiber. My wife got the \""""Fit Slam\"""", and I opted for the \""""Fit Omelet\"""". Nutritious AND delicious!",1
Terrible!!! For someone working on tips you'd think they would do a good job. Our waitress Leanne probably checked in on us once. I'm not one to nag about this because I know how hard this job can get. But com'mon! 20 minutes to get some water. 15 minutes after we're done with our food is when we get our check. And even after we get up to pay we had to wait another 10 minutes to get checked out.,0
